"August 9, 2022",Carr Joins Sullivan in Alaska,Carr Joins Senator Sullivan in Alaska with Broadband Officials,News Relea,"Media Relations, Office of Commissioner C","Events Focus on Expanding Connectivity, Telehealth, Workforce, and New Federal Program",https://docs.fcc.gov/public/attachments/DOC-386086A1.pdf,https://www.fcc.gov/document/carr-joins-sullivan-alaska
"May 11, 2022",FCC Affirms Closure of Vacant Channel Proceeding,"Amendment of Parts 15, 73 and 74 of the Commission's Rules to Provide for the Preservation of One Vacant Channel in the UHF Television Band For Use By White Space Devices and Wireless Microphones, et. al.",Order on Reconsiderati,Medi,unknown,https://docs.fcc.gov/public/attachments/FCC-22-33A1.pdf,https://www.fcc.gov/document/fcc-affirms-closure-vacant-channel-proceeding
"May 11, 2022",Chair Rosenworcel Remarks to National Education & Training Council,"Remarks Of Chairwoman Jessica Rosenworcel, The National Coalition For Technology In Education & Training Council, Washington, DC",Speech,"Media Relations, Office of Chairwoman Rosenworcel",SPEECH,https://docs.fcc.gov/public/attachments/DOC-383232A1.pdf,https://www.fcc.gov/document/chair-rosenworcel-remarks-national-education-training-council
"May 11, 2022",Chair Rosenworcel Proposes Using E-Rate to Fund School Bus Wi-Fi,Chairwoman Rosenworcel Circulates Ruling Making Wi-Fi On School Buses Eligible For E-Rate Funding,News Relea,"Wireline Competition, Media Relation",Would Support Needs of Millions of Students in Homework Ga,https://docs.fcc.gov/public/attachments/DOC-383230A1.pdf,https://www.fcc.gov/document/chair-rosenworcel-proposes-using-e-rate-fund-school-bus-wi-fi
"May 11, 2022","New Mexico Wildfires Communications Status Report - May 11, 2022","Communications Status Report for Areas Impacted by the Wildfires in New Mexico May 11, 2022",Public Noti,"Public Safety and Homeland Security, Media Relation","Communications status report for areas affected by the wildfires in New Mexico - May 11, 2022",https://docs.fcc.gov/public/attachments/DOC-383229A1.pdf,https://www.fcc.gov/document/new-mexico-wildfires-communications-status-report-may-11-2022
"May 10, 2022",Chairwoman Rosenworcel Remarks to CTIA 5G Summit,"Remarks Of Chairwoman Jessica Rosenworcel, 2022 5G Summit, Washington, DC",Speech,"Media Relations, Office of Chairwoman Rosenworcel",SPEECH,https://docs.fcc.gov/public/attachments/DOC-383187A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-remarks-ctia-5g-summit
"May 10, 2022","New Mexico Wildfires Communications Status Report - May 10, 2022","Communications Status Report for Areas Impacted by the Wildfires in New Mexico May 10, 2022",Public Noti,"Public Safety and Homeland Security, Media Relation","Communications status report for areas affected by the wildfires in New Mexico - May 10, 2022",https://docs.fcc.gov/public/attachments/DOC-383186A1.pdf,https://www.fcc.gov/document/new-mexico-wildfires-communications-status-report-may-10-2022
"May 10, 2022",FCC Eases Budget Restrictions for Rural Rate-of-Return Carriers,Connect America Fund,Order,Wireline Competition,unknown,https://docs.fcc.gov/public/attachments/FCC-22-32A1.pdf,https://www.fcc.gov/document/fcc-eases-budget-restrictions-rural-rate-return-carriers-0
"May 10, 2022",Priority Telecommunications Services Reminder Due to NM Wildfires,he Public Safety And Homeland Security Bureau Reminds Enrolled Users About The Availability Of Priority Telecommunications Services In Areas Impacted By The New Mexico Wildfires,Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-514A1.pdf,https://www.fcc.gov/document/priority-telecommunications-services-reminder-due-nm-wildfires
"May 9, 2022",Emergency Communications Procedures for New Mexico Wildfires,"he Public Safety And Homeland Security Bureau, In Coordination With Multiple Other Bureaus, Issues Procedures For Providing Emergency Communications In Areas Impacted By New Mexico Wildfires",Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-511A1.pdf,https://www.fcc.gov/document/emergency-communications-procedures-new-mexico-wildfires
"May 9, 2022",FCC Assistance for New Mexico Wildfire Emergencies Available 24/7,deral Communications Commission Provides 24/7 Emergency Contact Information For The Wildfires In New Mexico,Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-510A1.pdf,https://www.fcc.gov/document/fcc-assistance-new-mexico-wildfire-emergencies-available-247
"May 9, 2022",FCC Activates Disaster Reporting for New Mexico Wildfires,Public Safety And Homeland Security Bureau Announces The Activation Of The Disaster Information Reporting System For Communications Impacted By The May 2022 New Mexico Wildfires,Public Noti,"Public Safety and Homeland Security, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-509A1.pdf,https://www.fcc.gov/document/fcc-activates-disaster-reporting-new-mexico-wildfires
"May 6, 2022",Simington At The Free State Foundation's Annual Policy Conference,Simington Speaks At The Free State Foundation's Annual Policy Conferenc,News Relea,"Media Relations, Office of Commissioner Simington",unknown,https://docs.fcc.gov/public/attachments/DOC-383089A1.pdf,https://www.fcc.gov/document/simington-free-state-foundations-annual-policy-conference
"May 5, 2022",Carr Recognizes Veteran and Tower Climber Amber Perez with 5G Award,Carr Recognizes Veteran and Tower Climber Amber Perez with '5G Ready' Hard Ha,Sta,"Media Relations, Office of Commissioner C",unknown,https://docs.fcc.gov/public/attachments/DOC-383042A1.pdf,https://www.fcc.gov/document/carr-recognizes-veteran-and-tower-climber-amber-perez-5g-award
"May 4, 2022",Chairwoman Rosenworcel Remarks to AAPD Tech Forum,Remarks Of Chairwoman Jessica Rosenworcel American Association Of People With Disabilities Tech Forum,Speech,"Media Relations, Office of Chairwoman Rosenworcel",SPEECH,https://docs.fcc.gov/public/attachments/DOC-382996A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-remarks-aapd-tech-forum
"May 4, 2022",FCC Commits Nearly $39M In Emergency Connectivity Funding,CC Commits Nearly $39 Million In Emergency Connectivity Fund Support For Schools And Libraries To Help Close The Homework Gap,News Relea,"Wireline Competition, Media Relations, Consumer and Governmental Affai",Reminder to Applicants: May 13 is Deadline to File Applications for Support in the Upcoming School Yea,https://docs.fcc.gov/public/attachments/DOC-382988A1.pdf,https://www.fcc.gov/document/fcc-commits-nearly-39m-emergency-connectivity-funding
"May 4, 2022",FCC Grants 3.45 GHz Band Wireless Licenses,CC Grants 3.45 GHz Band Wireless Licenses,News Relea,"Economics and Analytics, Media Relations, Wireless Telecommunication",Wide Variety of Competitors Receive Licenses for Mid-Band Wireless Services Following Auction 110,https://docs.fcc.gov/public/attachments/DOC-382987A1.pdf,https://www.fcc.gov/document/fcc-grants-345-ghz-band-wireless-licenses
"May 3, 2022",FCC Announces $200 Million for New RDOF Broadband Deployments,CC Announces $200 Million For New Broadband Deployments Through The Rural Digital Opportunity Fund As Agency Continues Program Oversigh,News Relea,"Wireline Competition, Media Relations, Economics and Analytic",To Date Program Has Committed Over $5.2 Billion for Broadband Deployment to 3 Million Locations in 47 States and the Northern Mariana Island,https://docs.fcc.gov/public/attachments/DOC-382952A1.pdf,https://www.fcc.gov/document/fcc-announces-200-million-new-rdof-broadband-deployments
"May 3, 2022",FCC Seeks Comment on Health Coverage Program Enrollment Calls,Consumer and Governmental Affairs Bureau Seeks Comment On Request Relating To Enrollment In Medicaid And Other Governmental Health Coverage Programs,Public Noti,Consumer and Governmental Affai,unknown,https://docs.fcc.gov/public/attachments/DA-22-487A1.pdf,https://www.fcc.gov/document/fcc-seeks-comment-health-coverage-program-enrollment-calls
"May 3, 2022",FCC Proposes $100K Fine Against LTD for Prohibited Communications,In the Matter of LTD Broadband LLC,NAL,Enforcement,unknown,https://docs.fcc.gov/public/attachments/DA-22-482A1.pdf,https://www.fcc.gov/document/fcc-proposes-100k-fine-against-ltd-prohibited-communications
"May 2, 2022",Simington Comments On Acquisition Of Twitter,Simington Comments On Acquisition Of Twitter,Sta,"Media Relations, Office of Commissioner Simington",unknown,https://docs.fcc.gov/public/attachments/DOC-382898A1.pdf,https://www.fcc.gov/document/simington-comments-acquisition-twitter
"April 28, 2022",Simington Addresses NTCA Legislative And Policy Conference,Simington Addresses NTCA Legislative And Policy Conferenc,News Relea,"Media Relations, Office of Commissioner Simington",unknown,https://docs.fcc.gov/public/attachments/DOC-382825A1.pdf,https://www.fcc.gov/document/simington-addresses-ntca-legislative-and-policy-conference
"April 28, 2022",FCC Announces Tentative Agenda for May Open Meeting,CC Announces Tentative Agenda for May Open Meeting,News Relea,"Media Relations, Office of Chairwoman Rosenworcel","FCC Chairwoman Jessica Rosenworcel announced the items tentatively on the agenda for the May Open Commission Meeting scheduled for Thursday, May 19, 2022",https://docs.fcc.gov/public/attachments/DOC-382824A1.pdf,https://www.fcc.gov/document/fcc-announces-tentative-agenda-may-open-meeting-9
"April 28, 2022",FCC Opens 3rd Filing Window for Emergency Connectivity Fund,CC Opens Third Filing Window For Schools And Libraries To Apply For Emergency Connectivity Fund Support In Upcoming School Year,News Relea,"Wireline Competition, Media Relations, Consumer and Governmental Affai","Starting Today, Schools and Libraries Will Have 15 Days to Apply for Funding for Eligible Equipment and Services to Help Close the Homework Ga",https://docs.fcc.gov/public/attachments/DOC-382814A1.pdf,https://www.fcc.gov/document/fcc-opens-3rd-filing-window-emergency-connectivity-fund
"April 27, 2022",FCC to Consider New Rules to Combat International Scam Robocalls,Chairwoman Rosenworcel Proposes New Rules To Combat International Scam Robocalls,News Relea,"Media Relations, Consumer and Governmental Affairs, Office of Chairwoman Rosenworcel","If Adopted at FCC's May Meeting, New Rules Would Require All Gateway Providers to Comply with Anti-Spoofing and Robocall Rul",https://docs.fcc.gov/public/attachments/DOC-382780A1.pdf,https://www.fcc.gov/document/fcc-consider-new-rules-combat-international-scam-robocalls
"April 27, 2022",Carr Rejects Call for FCC to Block Musk's Purchase of Twitter,Carr Rejects Call for FCC to Block Musk's Purchase of Twitter,News Relea,"Media Relations, Office of Commissioner C",unknown,https://docs.fcc.gov/public/attachments/DOC-382779A1.pdf,https://www.fcc.gov/document/carr-rejects-call-fcc-block-musks-purchase-twitter
"April 27, 2022",Commissioner Starks Announces Staff Changes,Commissioner Starks Announces Staff Changes,News Relea,"Office of Commissioner Starks, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DOC-382775A1.pdf,https://www.fcc.gov/document/commissioner-starks-announces-staff-changes-1
"April 26, 2022",FCC Announces Forum on Geolocation for 988,CC Announces Forum on Geolocation for 988,Public Noti,Wireline Competition,unknown,https://docs.fcc.gov/public/attachments/DA-22-457A1.pdf,https://www.fcc.gov/document/fcc-announces-forum-geolocation-988
"April 25, 2022","Carr Challenges Apple on Privacy, Human Rights in China","Carr Challenges Apple on Privacy, Human Rights in China",Letter,Media Relation,"Commissioner Carr's Letter to Apple CEO Tim Cook regarding privacy, human rights in China",https://docs.fcc.gov/public/attachments/DOC-382684A1.pdf,https://www.fcc.gov/document/carr-challenges-apple-privacy-human-rights-china
"April 21, 2022",FCC Launches Proceeding on Promoting Receiver Performance,Promoting Efficient Use of Spectrum through Improved Receiver Interference Immunity Performanc,Notice of Inquir,Engineering & Technology,unknown,https://docs.fcc.gov/public/attachments/FCC-22-29A1.pdf,https://www.fcc.gov/document/fcc-launches-proceeding-promoting-receiver-performance-0
"April 21, 2022",FCC Proposes Public Wireless Emergency Alerts Performance Reporting,Wireless Emergency Alerts; Amendments to Part 11 of the Commission's Rules Regarding the Emergency Alert System,Notice of Proposed Rulemaking,Public Safety and Homeland Security,unknown,https://docs.fcc.gov/public/attachments/FCC-22-31A1.pdf,https://www.fcc.gov/document/fcc-proposes-public-wireless-emergency-alerts-performance-reporting-0
"April 21, 2022",FCC Proposes $660K Fine Against Truphone in Foreign Ownership Case,"In the Matter of Truphone, Inc.",NAL,Enforcement,unknown,https://docs.fcc.gov/public/attachments/FCC-22-30A1.pdf,https://www.fcc.gov/document/fcc-proposes-660k-fine-against-truphone-foreign-ownership-case
"April 21, 2022",FCC Seeks Partners for Local Wireless Emergency Alert Tests,Public Safety and Homeland Security Bureau Seeks Partners to Help with WEA Performance Testing,Public Noti,Public Safety and Homeland Security,unknown,https://docs.fcc.gov/public/attachments/DA-22-445A1.pdf,https://www.fcc.gov/document/fcc-seeks-partners-local-wireless-emergency-alert-tests
"April 20, 2022","Deletion of Items From April 21, 2022 Open Meeting","Deletion of Items From April 21, 2022 Open Meeting",Sunshi,Managing Directo,Sunsh,https://docs.fcc.gov/public/attachments/DOC-382515A1.pdf,https://www.fcc.gov/document/deletion-items-april-21-2022-open-meeting
"April 19, 2022",Revised Procedure For State Department Review of Subcable Applications,Commission Announces Department of State's Revised Procedures For Its Consideration of Submarine Cable Landing License Applications,Public Noti,International,unknown,https://docs.fcc.gov/public/attachments/DA-22-435A1.pdf,https://www.fcc.gov/document/revised-procedure-state-department-review-subcable-applications
"April 19, 2022",FCC Dismisses and Denies Application For Review Filed By Positive Hope,"In the Matter of Family Stations, Inc. New FM Translator, El Cajon, California and Positive Hope Inc. KVIB-LP, San Diego, California",Memorandum Opinion and Order,Medi,unknown,https://docs.fcc.gov/public/attachments/FCC-22-27A1.pdf,https://www.fcc.gov/document/fcc-dismisses-and-denies-application-review-filed-positive-hope
"April 19, 2022",FCC Commits $37M In Emergency Connectivity Funding,CC Commits $37 Million In Emergency Connectivity Fund Support For Schools And Libraries,News Relea,"Wireline Competition, Media Relation",Nearly $4.8 Billion Committed to Date to Connect Over 12.5 Million Students in Ongoing Work to Close the Homework Ga,https://docs.fcc.gov/public/attachments/DOC-382516A1.pdf,https://www.fcc.gov/document/fcc-commits-37m-emergency-connectivity-funding
"April 19, 2022",FCC Tentatively Selects Tribal Applicant for Noncommercial FM Permit,In the Matter of Threshold Fair Distribution Analysis of Mutually Exclusive Applications of the Southern California Tribal Chairmen's Association and the Foundation for Economic Justice d/b/a Center for Economic Justice for Noncommercial FM Permits,Memorandum Opinion and Order,Medi,unknown,https://docs.fcc.gov/public/attachments/FCC-22-28A1.pdf,https://www.fcc.gov/document/fcc-tentatively-selects-tribal-applicant-noncommercial-fm-permit
"April 18, 2022",Carr Welcomes Michael Nemcik as Acting Legal Advisor,Carr Welcomes Michael Nemcik as Acting Legal Advisor,News Relea,"Media Relations, Office of Commissioner C",unknown,https://docs.fcc.gov/public/attachments/DOC-382466A1.pdf,https://www.fcc.gov/document/carr-welcomes-michael-nemcik-acting-legal-advisor
"April 14, 2022",Federal Communications Commission Equity Action Plan,deral Communications Commission Equity Action Plan,Pla,Managing Directo,Federal Communications Commission Equity Action Plan Pursuant to the President's Executive Order On Advancing Racial Equity and Support for Underserved Communities Through the Federal Governm,https://docs.fcc.gov/public/attachments/DOC-382389A1.pdf,https://www.fcc.gov/document/federal-communications-commission-equity-action-plan
"April 14, 2022","FCC To Hold Open Commission Meeting Thursday, April 21, 2022","CC To Hold Open Commission Meeting Thursday, April 21, 2022",Sunshi,Managing Directo,SUNSHINE,https://docs.fcc.gov/public/attachments/DOC-382282A1.pdf,https://www.fcc.gov/document/fcc-hold-open-commission-meeting-thursday-april-21-2022
"April 13, 2022",Chair Rosenworcel Supports Job Reclassification of 911 Professionals,Chairwoman Rosenworcel Supports Job Reclassification Of 911 Professionals Due To Expanded Responsibilities,News Relea,"Public Safety and Homeland Security, Media Relations, Office of Chairwoman Rosenworcel","In Honor of 'National Public Safety Telecommunicators Week', Rosenworcel Writes to Office of Management and Budget to Draw Attention to Changing Job Expectations of 911 Telecommunica",https://docs.fcc.gov/public/attachments/DOC-382349A1.pdf,https://www.fcc.gov/document/chair-rosenworcel-supports-job-reclassification-911-professionals
"April 9, 2022",FCC Deactivates Disaster Reporting for Puerto Rico Power Outage,he FCC'S Public Safety & Homeland Security Bureau Announces Deactivation Of The Disaster Information Reporting System For Communications Impacted By The Power Outage In Puerto Rico,Public Noti,"Media Relations, Public Safety and Homeland Security",unknown,https://docs.fcc.gov/public/attachments/DA-22-396A1.pdf,https://www.fcc.gov/document/fcc-deactivates-disaster-reporting-puerto-rico-power-outage
"April 9, 2022","Puerto Rico Power Outage Communications Status Report - April 9, 2022","Communications Status Report for Areas Impacted by the Power Outage in Puerto Rico for  April 9, 2022",Public Noti,"Media Relations, Public Safety and Homeland Security","Communications status report for areas affected by the island-wide power outage in Puerto Rico for April 9, 2022",https://docs.fcc.gov/public/attachments/DOC-382234A1.pdf,https://www.fcc.gov/document/puerto-rico-power-outage-communications-status-report-april-9-2022
"April 8, 2022","Puerto Rico Power Outage Communications Status Report - April 8, 2022","Communications Status Report for Areas Impacted by the Power Outage in Puerto Rico April 8, 2022",Public Noti,"Media Relations, Public Safety and Homeland Security","Communications status report for areas affected by the island-wide power outage in Puerto Rico for April 8, 2022",https://docs.fcc.gov/public/attachments/DOC-382218A1.pdf,https://www.fcc.gov/document/puerto-rico-power-outage-communications-status-report-april-8-2022
"April 8, 2022",Chair Convenes Interagency Cybersecurity Forum Principals Mtg.,Chairwoman Rosenworcel Convenes Principals Meeting Of Federal Interagency Cybersecurity Forum,News Relea,"Public Safety and Homeland Security, Media Relations, Office of Chairwoman Rosenworcel",unknown,https://docs.fcc.gov/public/attachments/DOC-382216A1.pdf,https://www.fcc.gov/document/chair-convenes-interagency-cybersecurity-forum-principals-mtg
"April 8, 2022",FCC Lowers Caller Rates for Use of Reassigned Numbers Database,CC Announces Pricing Changes for Reassigned Numbers Database to Reduce Unwanted Robocalls,News Relea,Consumer and Governmental Affai,Rate changes and clarification on safe harbor for Reassigned Numbers Database make it more affordable and valuable for callers as a resource to reduce the number of unwanted phone calls Americans receiv,https://docs.fcc.gov/public/attachments/DOC-382210A1.pdf,https://www.fcc.gov/document/fcc-lowers-caller-rates-use-reassigned-numbers-database
"April 7, 2022",FCC Assistance for Puerto Rico Outage Emergencies Available 24/7,deral Communications Commission Provides 24/7 Emergency Contact Information For The Puerto Rico Power Outag,Public Noti,"Media Relations, Public Safety and Homeland Security",unknown,https://docs.fcc.gov/public/attachments/DA-22-384A1.pdf,https://www.fcc.gov/document/fcc-assistance-puerto-rico-outage-emergencies-available-247
"April 7, 2022",Emergency Communications Procedures for Puerto Rico,"he Public Safety And Homeland Security Bureau, In Coordination With Multiple Other Bureaus, Issues Procedures For Providing Emergency Communications In Areas Impacted By Puerto Rico Power Outag",Public Noti,"Media Relations, Public Safety and Homeland Security",unknown,https://docs.fcc.gov/public/attachments/DA-22-383A1.pdf,https://www.fcc.gov/document/emergency-communications-procedures-puerto-rico
"April 7, 2022",FCC Activates Disaster Information Reporting for Puerto Rico,Public Safety And Homeland Security Bureau Announces The Activation Of The Disaster Information Reporting System For Communications Impacted By The Power Outage In Puerto Rico,Public Noti,"Media Relations, Public Safety and Homeland Security",unknown,https://docs.fcc.gov/public/attachments/DA-22-382A1.pdf,https://www.fcc.gov/document/fcc-activates-disaster-information-reporting-puerto-rico
"April 7, 2022",Majority of U.S. States Have Joined FCC in Robocall Partnerships,Majority Of U.S. States Have Joined FCC In Robocall Investigation Partnerships,News Relea,"Enforcement, Media Relation","Alaska, California, Tennessee, Pennsylvania, and Washington State Sign New MOUs with FCC Enforcement Bureau",https://docs.fcc.gov/public/attachments/DOC-382160A1.pdf,https://www.fcc.gov/document/majority-us-states-have-joined-fcc-robocall-partnerships
"April 7, 2022",Commissioner Starks Announces Staff Changes,Commissioner Starks Announces Staff Changes,News Relea,"Office of Commissioner Starks, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DOC-382157A1.pdf,https://www.fcc.gov/document/commissioner-starks-announces-staff-changes-0
"April 5, 2022",FCC Settles Rural Health Care Program Rule Violations with Windstream,Windstream Communications Will Pay $1.2 Million For Violating The Commission's Rural Health Care Program Rules,News Relea,"Enforcement, Media Relation",Company Failed to Follow Rural Rate Determination Rules and Maintain Docum,https://docs.fcc.gov/public/attachments/DOC-382085A1.pdf,https://www.fcc.gov/document/fcc-settles-rural-health-care-program-rule-violations-windstream-0
"April 4, 2022",FCC Announces $13.4 Million Settlement with Major Lifeline Provider,Major Lifeline Program Provider Agrees To $13.4 Million Settlement And Comprehensive Lifeline Compliance Plan,News Relea,"General Counsel, Wireline Competition, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DOC-382046A1.pdf,https://www.fcc.gov/document/fcc-announces-134-million-settlement-major-lifeline-provider
"April 4, 2022",Chairwoman Rosenworcel Announces Staff Changes,Chairwoman Rosenworcel Announces Staff Changes,News Relea,"Media Relations, Office of Chairwoman Rosenworcel",unknown,https://docs.fcc.gov/public/attachments/DOC-382043A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-announces-staff-changes-0
"April 4, 2022",Chairwoman Rosenworcel Thanks Travis Litman For Public Service,Chairwoman Rosenworcel Thanks Travis Litman For Public Servic,News Relea,"Office of Chairwoman Rosenworcel, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DOC-382041A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-thanks-travis-litman-public-service
"April 4, 2022",FCC's Electronic Comment Filing System Undergoes Initial Upgrades,CC's Electronic Comment Filing System Undergoes Initial Upgrades,News Relea,"Managing Director, Media Relation",Paves Way for Future ECFS Functionality,https://docs.fcc.gov/public/attachments/DOC-382038A1.pdf,https://www.fcc.gov/document/fccs-electronic-comment-filing-system-undergoes-initial-upgrades
"April 1, 2022",Chairwoman Rosenworcel to House Communications & Tech Subcommittee,"Statement Of Jessica Rosenworcel, Chairwoman, Federal Communications Commission Before The Subcommittee On Communications & Technology,  Committee On Energy And Commerce, United States House Of Representatives, March 31, 2022",Testi,"Media Relations, Office of Chairwoman Rosenworcel",unknown,https://docs.fcc.gov/public/attachments/DOC-381971A1.pdf,https://www.fcc.gov/document/chairwoman-rosenworcel-house-communications-tech-subcommittee
"April 1, 2022",Starks Testimony to House Communications and Technology Subcommittee,"Statement Of Commissioner Geoffrey Starks,  FCC, Before The Subcommittee On Communications & Technology, Committee On Energy & Commerce, United States House Of Representatives,  Connecting America: Oversight Of The FCC, Washington, DC, March 31, 2022",Testi,"Office of Commissioner Starks, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DOC-381968A1.pdf,https://www.fcc.gov/document/starks-testimony-house-communications-and-technology-subcommittee-0
"April 1, 2022","FCC's Electronic Comment Filing System Unavailable April 2-3, 2022","CC's Electronic Comment Filing System To Be Unavailable During The Weekend Of April 2-3, 2022, To Accommodate System Upgrad",Public Noti,"Managing Director, Media Relation",unknown,https://docs.fcc.gov/public/attachments/DA-22-348A1.pdf,https://www.fcc.gov/document/fccs-electronic-comment-filing-system-unavailable-april-2-3-2022
"March 31, 2022",FCC Announces Tentative Agenda for April Open Meeting,CC Announces Tentative Agenda for April Open Meeting,News Relea,Media Relation,"FCC Chairwoman Jessica Rosenworcel announced the items tentatively on the agenda for the April Open Commission Meeting scheduled for Thursday, April 21, 2022",https://docs.fcc.gov/public/attachments/DOC-381928A1.pdf,https://www.fcc.gov/document/fcc-announces-tentative-agenda-april-open-meeting-9
"March 30, 2022","FCC, NTIA Leaders Hold Inaugural Monthly Meeting","CC, NTIA Leaders Hold Inaugural Monthly Meeting Under Spectrum Coordination Initiativ",News Relea,"Media Relations, Office of Chairwoman Rosenworcel",Rosenworcel and Davidson Announce New Task Force to Update Memorandum of Understanding,https://docs.fcc.gov/public/attachments/DOC-381880A1.pdf,https://www.fcc.gov/document/fcc-ntia-leaders-hold-inaugural-monthly-meeting
"March 30, 2022",FCC Announces Second Public Hearing On Broadband Consumer Labels,CC Announces Second Public Hearing On Broadband Consumer Labels,Public Noti,Consumer and Governmental Affai,unknown,https://docs.fcc.gov/public/attachments/DA-22-333A1.pdf,https://www.fcc.gov/document/fcc-announces-second-public-hearing-broadband-consumer-labels
"March 28, 2022",FCC Launches New Robocall Investigation Partnerships with More States,CC Launches Formal Robocall Investigation Partnerships With More State Attorneys Genera,News Relea,"Enforcement, Media Relation","Connecticut, District of Columbia, Idaho, Kentucky, Minnesota, New Jersey, and Wyoming Sign MOUs with FCC Enforcement Bureau",https://docs.fcc.gov/public/attachments/DOC-381790A1.pdf,https://www.fcc.gov/document/fcc-launches-new-robocall-investigation-partnerships-more-states
"March 28, 2022",FCC FY 2023 Congressional Budget Justification,CC FY 2023 Congressional Budget Justification,Pla,Managing Directo,Summary of the Commission's FY 2023 Congressional Budget Justifica,https://docs.fcc.gov/public/attachments/DOC-381693A1.pdf,https://www.fcc.gov/document/fcc-fy-2023-congressional-budget-justification
"March 25, 2022",Carr Welcomes Expansion of FCC's Covered List,Carr Welcomes Expansion of FCC's National Security Blacklis,News Relea,"Media Relations, Office of Commissioner C","FCC Adds Carriers Tied to Communist China, Russia-Aligned Cybersecurity Firm",https://docs.fcc.gov/public/attachments/DOC-381739A1.pdf,https://www.fcc.gov/document/carr-welcomes-expansion-fccs-covered-list
"March 25, 2022",FCC Expands List of Equipment and Services That Pose Security Threat,CC Expands List Of Communications Equipment And Services That Pose A Threat To National Security,News Relea,"Wireline Competition, Public Safety and Homeland Security, Media Relation","Adds AO Kaspersky Lab, China Telecom (Americas) Corp, and China Mobile International USA I",https://docs.fcc.gov/public/attachments/DOC-381737A1.pdf,https://www.fcc.gov/document/fcc-expands-list-equipment-and-services-pose-security-threat
"March 25, 2022","FCC CAC Next Meeting Date, Time, and Agenda","CC Consumer Advisory Committee Announcement of Next Meeting Date, Time, and Agenda",Public Noti,Consumer and Governmental Affai,unknown,https://docs.fcc.gov/public/attachments/DA-22-319A1.pdf,https://www.fcc.gov/document/fcc-cac-next-meeting-date-time-and-agenda
"March 25, 2022",FCC Announces $313 Million Through Rural Digital Opportunity Fund,CC Announces $313 Million For Broadand Through The Rural Digital Opportunity Fund As Work Continues To Strengthen The Program,News Relea,"Media Relations, Wireline Competition","Funding to Support Broadband Deployments to Over 130,000 Locations in 19 Sta",https://docs.fcc.gov/public/attachments/DOC-381733A1.pdf,https://www.fcc.gov/document/fcc-announces-313-million-through-rural-digital-opportunity-fund
"March 23, 2022",FCC Revokes Pacific Networks' & ComNet's Telecom Service Authority,Pacific Networks Corp. and ComNet (USA) LLC Order on Revocation and Termination,Order,International,unknown,https://docs.fcc.gov/public/attachments/FCC-22-22A1.pdf,https://www.fcc.gov/document/fcc-revokes-pacific-networks-comnets-telecom-service-authority-0
"March 23, 2022","New Emergency Connectivity Fund Application Window, Awardees Announced",CC Announces Third Application Window And New Round Of Funding Commitments Through The Emergency Connectivity Fund,News Relea,"Wireline Competition, Media Relation",Third Window to Support Schools and Libraries in Upcoming School Year in Ongoing Effort to Close the Homework Ga,https://docs.fcc.gov/public/attachments/DOC-381645A1.pdf,https://www.fcc.gov/document/new-emergency-connectivity-fund-application-window-awardees-announced
"March 22, 2022",FCC Warns Robocall Facilitators to Remove Illegal Traffic,CC Warns Robocall Facilitators To Remove Illegal Robocall Traffic From Their Networks Or Be Disconnected From Downstream Networks,News Relea,"Enforcement, Media Relation","hinQ Technologies, Airespring, Hello Hello Miami Told to Cease and",https://docs.fcc.gov/public/attachments/DOC-381603A1.pdf,https://www.fcc.gov/document/fcc-warns-robocall-facilitators-remove-illegal-traffic
"March 21, 2022",FCC Launches Auction 108 Mapping Tool,deral Communications Commission Launches Mapping Tool For The Use Of Auction 108 Applicants,Public Noti,"Economics and Analytics, Wireless Telecommunication",unknown,https://docs.fcc.gov/public/attachments/DA-22-298A1.pdf,https://www.fcc.gov/document/fcc-launches-auction-108-mapping-tool
"March 21, 2022",FCC Announces Next 5G Mid-Band Spectrum Auction to Start on July 29,Next 5G Mid-Band Spectrum Auction To Start On July 29,News Relea,"Media Relations, Economics and Analytics, Wireless Telecommunication",2.5 GHz Spectrum Auction to Utilize Ascending Clock Forma,https://docs.fcc.gov/public/attachments/DOC-381557A1.pdf,https://www.fcc.gov/document/fcc-announces-next-5g-mid-band-spectrum-auction-start-july-29
